Name,Cuisines,Area,IsHomeDelivery,isTakeaway,isIndoorSeating,isVegOnly,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,AverageCost,cui_North_Indian,cui_Beverages,cui_Chinese,cui_Desserts,cui_Fast_Food,cui_Biryani,cui_South_Indian,cui_Street_Food,cui_Shake,cui_Mughlai,cui_Ice_Cream,cui_Bakery,cui_Pizza,cui_Burger,cui_Rolls,cui_Seafood,cui_Kebab,cui_Sandwich,cui_Momos,cui_Andhra,CuisineListStr
Starbucks Coffee,"Coffee, Desserts, Beverages","ITPL Main Road, Whitefield",1,1,1,0,3.3,8,4.1,333,600,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffee|Desserts|Beverages
Potful - Claypot Biryanis,"Biryani, Kebab, Mughlai, North Indian, Desserts, Beverages",Whitefield,1,1,0,0,,0,4.2,10800,300,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Biryani|Kebab|Mughlai|North Indian|Desserts|Beverages
Paratha Envy,North Indian,"ITPL Main Road, Whitefield",1,0,0,0,,0,4.1,556,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian
Kapoor's Cafe,"North Indian, Beverages, Desserts",Whitefield,1,1,1,0,3.8,94,3.9,4069,700,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Beverages|Desserts
Kaati Zone Rolls And Wraps,"Rolls, Sandwich",Whitefield,1,0,0,0,,0,4.0,2287,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Rolls|Sandwich
Biriyani Zone,"Biryani, North Indian, Chinese, Mughlai, Kebab, Seafood, Ice Cream, Beverages",Whitefield,1,1,1,0,3.7,233,4.1,6316,800,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,Biryani|North Indian|Chinese|Mughlai|Kebab|Seafood|Ice Cream|Beverages
Anjappar,"Chettinad, Biryani, Chinese, Seafood, South Indian, Mughlai, North Indian, Desserts","Varthur Main Road, Whitefield",1,0,0,0,,0,3.9,1939,250,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,Chettinad|Biryani|Chinese|Seafood|South Indian|Mughlai|North Indian|Desserts
ZAZA 22 Spice Biryani,"Biryani, Mughlai, North Indian",Whitefield,1,0,0,0,,0,4.0,209,200,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Biryani|Mughlai|North Indian
Cupcake Bliss Cakes & Desserts,"Bakery, Desserts",Whitefield,1,0,0,0,,0,3.9,1738,300,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery|Desserts
Great Indian Khichdi,"Healthy Food, Beverages",Whitefield,1,0,0,0,,0,4.1,239,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy Food|Beverages
Orbis Restaurant,"Mughlai, Biryani, North Indian, Arabian, Chinese, Beverages, Desserts","ITPL Main Road, Whitefield",1,1,1,0,2.7,4,3.5,128,750,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mughlai|Biryani|North Indian|Arabian|Chinese|Beverages|Desserts
The Dessert Zone,"Desserts, Bakery","ITPL Main Road, Whitefield",1,0,0,0,,0,4.0,46,350,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Desserts|Bakery
Frozen Bottle,"Beverages, Desserts, Ice Cream, Waffle, Bakery, Healthy Food",Whitefield,1,1,0,1,,0,4.3,570,200,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Beverages|Desserts|Ice Cream|Waffle|Bakery|Healthy Food
LunchBox - Meals and Thalis,"North Indian, Healthy Food, Beverages, Chinese",Brookefield,1,0,0,0,,0,3.9,194,200,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Healthy Food|Beverages|Chinese
Ambur Hot Dum Biryani,Biryani,Whitefield,1,1,1,0,3.3,1,4.0,125,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani
Momo Monk,Momos,"ITPL Main Road, Whitefield",1,0,0,0,,0,4.1,130,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Momos
Momo Zone - The Momo Company,"Momos, Fast Food","ITPL Main Road, Whitefield",1,0,0,0,,0,3.8,89,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Momos|Fast Food
Kolkata famous Kati roll,Rolls,"ITPL Main Road, Whitefield",1,1,0,0,,0,4.0,21,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Rolls
Chef Bakers,"Bakery, Fast Food, Pizza, Sandwich, Burger, Desserts",Whitefield,1,1,1,0,3.6,130,4.1,986,400,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,Bakery|Fast Food|Pizza|Sandwich|Burger|Desserts
Biryani By Kilo,"Biryani, Mughlai, Kebab, Hyderabadi",Whitefield,1,0,0,0,,0,4.0,979,400,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Biryani|Mughlai|Kebab|Hyderabadi
The Biryani Life,"Fast Food, North Indian, Desserts, Beverages","ITPL Main Road, Whitefield",1,0,0,0,,0,3.9,377,250,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fast Food|North Indian|Desserts|Beverages
Five Star Chicken & Koli Hut,"Fast Food, Kebab, Chettinad","ITPL Main Road, Whitefield",1,1,0,0,,0,4.0,62,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Fast Food|Kebab|Chettinad
Just Bake,"Bakery, Desserts",Whitefield,1,1,1,0,,1,3.5,41,300,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery|Desserts
Cakes Wagon,"Bakery, Desserts",Whitefield,1,1,1,0,3.7,73,3.5,1460,300,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery|Desserts
Aligarh House,"Biryani, North Indian, Kebab, Desserts, Beverages","ITPL Main Road, Whitefield",1,1,0,0,,0,3.9,7644,250,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Biryani|North Indian|Kebab|Desserts|Beverages
Cafe Coffee Day,"Coffee, Fast Food, Desserts, Beverages",Whitefield,1,1,1,0,2.9,46,4.1,1551,600,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffee|Fast Food|Desserts|Beverages
Madurai Idly Shop,"South Indian, Chinese",Whitefield,1,0,0,0,,0,3.8,220,100,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|Chinese
Sweet Truth - Cake and Desserts,Bakery,Whitefield,1,0,0,0,,0,4.2,495,250,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery
Biryani Blues,"Biryani, Kebab, Hyderabadi",Whitefield,1,0,0,0,,0,3.9,577,250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Biryani|Kebab|Hyderabadi
Belgian Waffle Factory,"Desserts, Waffle",Whitefield,1,1,1,0,3.7,40,4.0,492,400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desserts|Waffle
Estaa Sweets,"Mithai, Street Food, Desserts",Whitefield,1,1,1,1,3.0,37,4.1,1471,300,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Mithai|Street Food|Desserts
Moriz Restaurant,"Arabian, Biryani, Desserts, Beverages, Shake",Whitefield,1,1,1,0,2.8,379,3.7,9919,750,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Arabian|Biryani|Desserts|Beverages|Shake
Sri Sai Palace,"South Indian, North Indian, Chinese, Shake",Whitefield,1,1,1,0,3.2,187,4.0,16500,400,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,South Indian|North Indian|Chinese|Shake
Thalaivars Biryani,"Biryani, South Indian","ITPL Main Road, Whitefield",1,0,1,0,,1,4.0,1384,500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|South Indian
Apsara Ice Creams,"Ice Cream, Desserts",Whitefield,1,1,1,0,,2,4.0,367,400,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Ice Cream|Desserts
Sweet Chariot,"Bakery, Desserts",Marathahalli,1,1,0,0,,0,3.0,48,200,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery|Desserts
Toscano,"Italian, Continental, Healthy Food, Pizza, Salad, Desserts, Beverages, Shake","Varthur Main Road, Whitefield",1,1,1,0,4.3,387,4.0,2157,2400,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Italian|Continental|Healthy Food|Pizza|Salad|Desserts|Beverages|Shake
Khan Saheb Grills And Rolls,"North Indian, Rolls, Kebab, Mughlai, Biryani, Beverages",Whitefield,1,1,1,0,3.8,339,3.8,4521,500,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,North Indian|Rolls|Kebab|Mughlai|Biryani|Beverages
Sri Lakshmi Vaibhav,"South Indian, North Indian, Desserts, Beverages, Chinese, Shake",Whitefield,1,1,1,0,3.9,189,4.1,16800,800,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,South Indian|North Indian|Desserts|Beverages|Chinese|Shake
Indiana Burgers,Burger,Whitefield,1,0,0,0,,0,3.9,4639,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Burger
Cream Stone,"Ice Cream, Desserts, Beverages, Shake",KR Puram,1,0,0,0,,0,4.3,978,150,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Ice Cream|Desserts|Beverages|Shake
Itminaan Biryani - Dum Pukht,"Biryani, Mughlai, North Indian",Whitefield,1,0,0,0,,0,3.6,123,250,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Biryani|Mughlai|North Indian
Gopizza,"Pizza, Fast Food","Phoenix Marketcity Bangalore, Whitefield",1,1,1,0,3.5,62,3.4,216,300,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pizza|Fast Food
New Udupi Veg,"North Indian, South Indian, Chinese",Whitefield,1,1,1,1,3.5,30,4.0,5199,300,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|South Indian|Chinese
Third Wave Coffee,"Coffee, Cafe, Beverages, Fast Food","Forum Shantiniketan Mall, Whitefield",1,1,1,0,4.0,212,4.1,1067,400,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffee|Cafe|Beverages|Fast Food
The Good Bowl,"North Indian, Mughlai",Whitefield,1,1,0,0,,0,3.9,1798,200,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,North Indian|Mughlai
Auntie Fung's,"Asian, Thai, Chinese, Vietnamese, Japanese, Indonesian, Burmese, Korean",KR Puram,1,1,1,0,,0,,0,600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asian|Thai|Chinese|Vietnamese|Japanese|Indonesian|Burmese|Korean
Chakh Le India,North Indian,Brookefield,1,1,1,0,3.5,194,3.7,8137,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian
Udupi Gokula Veg,"South Indian, Chinese, North Indian",KR Puram,1,1,1,1,3.2,21,4.0,1688,400,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|Chinese|North Indian
Facecake,"Bakery, Desserts",KR Puram,1,1,0,0,,0,4.2,40,400,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery|Desserts
Imperio Juice & Cafe,"Beverages, Sandwich, Fast Food, Desserts, Ice Cream, Shake",Whitefield,1,0,0,0,,0,3.6,449,150,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Beverages|Sandwich|Fast Food|Desserts|Ice Cream|Shake
Bullet Biryani,"Chinese, Fast Food, Biryani, Kebab","ITPL Main Road, Whitefield",1,0,0,0,,0,3.7,285,150,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Chinese|Fast Food|Biryani|Kebab
UBQ By Barbeque Nation,"North Indian, Kebab, BBQ, Biryani",Whitefield,1,0,0,0,,0,3.9,3000,250,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,North Indian|Kebab|BBQ|Biryani
Samosa Singh,"Street Food, Fast Food, Tea, North Indian",KR Puram,1,0,0,0,,0,3.6,263,150,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Street Food|Fast Food|Tea|North Indian
LeanCrust Pizza - ThinCrust Experts,"Pizza, Fast Food, Beverages",Whitefield,1,0,0,0,,0,3.7,94,350,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pizza|Fast Food|Beverages
SLAY Coffee,"Beverages, Coffee",Whitefield,1,0,0,0,,0,4.2,699,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverages|Coffee
The Brooklyn Creamery - Healthy Ice Cream,Ice Cream,"ITPL Main Road, Whitefield",1,0,0,0,,0,4.3,280,200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Ice Cream
NH1 Bowls - Highway To North,"North Indian, Kebab, Desserts",Whitefield,1,0,0,0,,0,4.0,68,200,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,North Indian|Kebab|Desserts
Ambur Hot Dum Biryani,"Biryani, Kebab",Whitefield,1,1,0,0,,0,3.9,244,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Biryani|Kebab
New Ramdev Sweets,"Mithai, Street Food",KR Puram,1,1,0,1,,0,3.7,410,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Mithai|Street Food
Kabab Mandra,"North Indian, Chinese",KR Puram,1,1,1,0,2.6,226,3.7,669,300,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese
Kachori Chowk,Street Food,Whitefield,1,0,0,0,,0,4.2,14,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Street Food
AB's - Absolute Barbecues,"North Indian, Mangalorean, BBQ, Street Food, Desserts, Salad, Beverages",Whitefield,1,1,1,0,4.6,5116,3.6,509,1200,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Mangalorean|BBQ|Street Food|Desserts|Salad|Beverages
BigBites,"Fast Food, Pizza, Momos","ITPL Main Road, Whitefield",1,0,0,0,,0,4.1,156,200,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Fast Food|Pizza|Momos
Rusbury Fresh Sweets And Savouries,Mithai,Whitefield,1,0,0,0,,0,4.2,23,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mithai
Lakeview Milkbar,"Desserts, Cafe, Fast Food, Sandwich, Beverages, Shake",Whitefield,1,1,1,0,3.7,26,4.1,400,500,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Desserts|Cafe|Fast Food|Sandwich|Beverages|Shake
Cake Junction,"Pizza, Burger, Fast Food, Bakery, Beverages",Whitefield,1,1,1,0,,0,,2,400,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Pizza|Burger|Fast Food|Bakery|Beverages
New Paratha Corner,"North Indian, Chinese",Whitefield,1,1,1,0,3.9,126,4.1,7904,350,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese
Brilram's Balaji Bhavan,"North Indian, Chinese, Shake",Whitefield,1,1,1,1,4.0,260,3.8,10800,800,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese|Shake
Marwar's,"Street Food, Mithai",Whitefield,1,0,0,0,,0,4.0,1,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Street Food|Mithai
Kerala Tiffin,"Kerala, Seafood, Biryani","ITPL Main Road, Whitefield",1,0,0,0,,0,3.5,9133,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Kerala|Seafood|Biryani
Donut Hubb,"Desserts, Beverages, Fast Food, Shake",Whitefield,1,0,0,0,,0,3.0,35,100,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Desserts|Beverages|Fast Food|Shake
Firangi Bake,"Italian, Mexican, Desserts","ITPL Main Road, Whitefield",1,0,0,0,,0,3.9,1098,250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Italian|Mexican|Desserts
Mealful Rolls - Meals In A Roll,"Rolls, Fast Food",Whitefield,1,0,0,0,,0,4.0,213,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Rolls|Fast Food
SGS Non Veg Gundu Palav,South Indian,Whitefield,1,1,1,0,3.7,29,3.9,1092,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian
Chai Central,"Tea, Street Food, Sandwich, Beverages",Whitefield,1,0,0,0,,0,3.7,3,100,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Tea|Street Food|Sandwich|Beverages
Sizzlers Pizza Inn,"Pizza, Fast Food",Whitefield,1,1,0,0,,2,3.3,41,500,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pizza|Fast Food
Baker's Home Cakes & Desserts,"Bakery, Beverages",Whitefield,1,1,0,0,,0,3.6,422,400,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery|Beverages
B.L.D. Thali,"North Indian, Chinese, Fast Food, Desserts, Beverages",Brookefield,1,1,0,0,,0,3.8,163,100,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese|Fast Food|Desserts|Beverages
Kallayi Restaurant,"Mangalorean, Beverages, Chinese, North Indian, Desserts, Seafood, Biryani",KR Puram,1,1,0,0,,2,3.6,1299,550,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Mangalorean|Beverages|Chinese|North Indian|Desserts|Seafood|Biryani
Kapital Kitchen,"Biryani, North Indian, Chinese, Hyderabadi, Mughlai, Kebab, Desserts",KR Puram,1,1,1,0,3.7,74,3.8,3631,550,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Biryani|North Indian|Chinese|Hyderabadi|Mughlai|Kebab|Desserts
Chatora Chaat Corner,Street Food,Whitefield,1,1,0,0,3.2,30,3.8,2298,200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Street Food
Boss Burger,"Burger, Fast Food, Desserts, Beverages, Shake","Forum Shantiniketan Mall, Whitefield",1,0,0,0,,0,3.9,550,300,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Burger|Fast Food|Desserts|Beverages|Shake
Pizza Bakers,"Pizza, Fast Food","ITPL Main Road, Whitefield",1,0,0,0,,0,3.0,47,150,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pizza|Fast Food
Red Rhino,"Pizza, Burger, Biryani, Chinese, Desserts, Healthy Food, North Indian, Pasta",Whitefield,1,1,1,0,4.5,4114,3.9,4006,1800,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Pizza|Burger|Biryani|Chinese|Desserts|Healthy Food|North Indian|Pasta
Petuk,"Bengali, North Indian, Chinese, Biryani",Whitefield,1,1,1,0,3.6,187,3.8,7725,400,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengali|North Indian|Chinese|Biryani
The Sandwich Station,"Sandwich, Burger, Fast Food, Rolls, Beverages, Shake",Whitefield,1,1,0,0,3.9,87,3.8,3657,400,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,Sandwich|Burger|Fast Food|Rolls|Beverages|Shake
Khichdi Express,North Indian,Whitefield,1,1,0,0,,0,4.0,10,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian
Burger Kings Home,"Fast Food, Desserts, Beverages, Shake",Whitefield,1,0,1,0,3.2,10,3.3,429,500,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Fast Food|Desserts|Beverages|Shake
Kouzina Kafe - The Food Court,"Fast Food, Bakery, Desserts",Whitefield,1,0,0,0,,0,3.9,54,200,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Fast Food|Bakery|Desserts
Kartik's Mithai Shoppe,"Mithai, North Indian, Street Food",Whitefield,1,1,1,1,3.7,110,4.3,411,300,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Mithai|North Indian|Street Food
New Udupi Delicacy,"South Indian, North Indian, Chinese, Shake",Whitefield,1,1,1,0,3.5,54,4.0,6690,300,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,South Indian|North Indian|Chinese|Shake
Whitefield Social,"North Indian, Chinese, Biryani, Pizza, Salad, Kebab, Desserts, Beverages","Phoenix Marketcity Bangalore, Whitefield",1,1,1,0,4.2,3861,3.8,894,1500,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,North Indian|Chinese|Biryani|Pizza|Salad|Kebab|Desserts|Beverages
Angaar Biryani,"Biryani, Chinese, Fast Food",Whitefield,1,1,1,0,3.8,76,3.8,3271,400,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|Chinese|Fast Food
Dilli Darbar,"North Indian, Chinese, Biryani, Beverages",Whitefield,1,1,1,0,3.5,205,3.8,11100,800,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese|Biryani|Beverages
Go Native,"Healthy Food, Desserts, Beverages",Whitefield,1,1,0,0,3.9,79,3.7,156,1000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy Food|Desserts|Beverages
Artinci - Indulge Guilt Free!,"Ice Cream, Desserts, Beverages",Whitefield,1,1,0,0,,0,4.2,1539,150,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Ice Cream|Desserts|Beverages
Grow Fit,"Healthy Food, North Indian, Thai, Desserts, Beverages",Whitefield,1,0,0,0,,0,4.0,448,250,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy Food|North Indian|Thai|Desserts|Beverages
Paratha Box - 2X Filling,"North Indian, Desserts, Beverages",Whitefield,1,0,0,0,,0,3.8,82,150,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Desserts|Beverages
NOTO- Healthy ice cream,"Ice Cream, Desserts",Brookefield,1,0,0,0,,0,4.0,59,100,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Ice Cream|Desserts
Zwarma,Lebanese,KR Puram,1,1,0,0,,0,3.2,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lebanese
Vaigai Vilas,"South Indian, Biryani, Chinese, Beverages",Whitefield,1,1,1,0,4.0,228,3.5,8759,550,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|Biryani|Chinese|Beverages
Hao Chi,"Vietnamese, Chinese","ITPL Main Road, Whitefield",1,0,0,0,,0,3.1,330,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vietnamese|Chinese
Madurai Parotta House,"Tamil, Chettinad, Chinese, South Indian",Whitefield,1,1,0,0,,0,3.5,660,100,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Tamil|Chettinad|Chinese|South Indian
Angel's Kitchen,Kerala,Whitefield,1,1,1,0,3.8,43,4.2,2345,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kerala
Udupi Aatithya,"South Indian, North Indian, Chinese, Street Food, Beverages, Shake",Whitefield,1,1,1,0,3.2,5,3.9,678,400,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,South Indian|North Indian|Chinese|Street Food|Beverages|Shake
The Sugar Free Keto Kafe - By Artinci,"Desserts, Ice Cream, Bakery",Whitefield,1,0,0,0,,0,3.6,43,150,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Desserts|Ice Cream|Bakery
Mast Momos,"Momos, Chinese",Whitefield,1,1,0,0,,0,3.9,3613,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Momos|Chinese
Haveli Hyderabadi Dum Biryani,"North Indian, Biryani, Chinese",Whitefield,1,1,0,0,3.9,97,3.9,1575,300,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Biryani|Chinese
The Betel Leaf Co - Paan The Healthy Indian Dessert,Paan,Whitefield,1,1,0,1,,0,4.3,222,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paan
Globo Ice Creams of the World,Ice Cream,Whitefield,1,0,0,0,,0,4.0,6,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Ice Cream
Gharoyana,"North Indian, Chinese, Rolls, Biryani, Bengali, Fast Food",Whitefield,1,1,1,0,,1,3.8,538,400,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,North Indian|Chinese|Rolls|Biryani|Bengali|Fast Food
Cakesta,"Bakery, Desserts","ITPL Main Road, Whitefield",1,1,0,0,,0,3.8,5207,200,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery|Desserts
Kheer Kadamb Bengali Sweets,"Mishti, Street Food",Whitefield,1,1,0,1,,0,3.7,611,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Mishti|Street Food
Mayuri Multicuisine Family Restaurant,"Andhra, Biryani, North Indian, Chinese, Seafood",KR Puram,1,1,1,0,3.9,160,3.8,6636,750,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Andhra|Biryani|North Indian|Chinese|Seafood
Udupi Garden,"South Indian, Chinese, North Indian",Whitefield,1,0,0,0,,0,4.0,129,100,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|Chinese|North Indian
Tata Cha now Qmin,"Tea, Beverages, Street Food, Shake","Forum Shantiniketan Mall, Whitefield",1,1,1,0,2.2,7,3.7,93,300,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Tea|Beverages|Street Food|Shake
Srinidhi Signature,"South Indian, North Indian, Mughlai, Chinese, Desserts, Beverages","ITPL Main Road, Whitefield",1,1,1,0,4.0,140,3.9,533,1300,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,South Indian|North Indian|Mughlai|Chinese|Desserts|Beverages
