Name,Cuisines,Area,IsHomeDelivery,isTakeaway,isIndoorSeating,isVegOnly,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,AverageCost,cui_North_Indian,cui_Beverages,cui_Chinese,cui_Desserts,cui_Fast_Food,cui_Biryani,cui_South_Indian,cui_Street_Food,cui_Shake,cui_Mughlai,cui_Ice_Cream,cui_Bakery,cui_Pizza,cui_Burger,cui_Rolls,cui_Seafood,cui_Kebab,cui_Sandwich,cui_Momos,cui_Andhra,CuisineListStr
Sri Maha Bengali Hotel,"Bengali, Rolls, Chinese, Biryani, North Indian",Bommasandra,1,1,1,0,3.4,6,3.6,488,400,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bengali|Rolls|Chinese|Biryani|North Indian
Ruchi Sagar,"South Indian, North Indian, Chinese, Street Food, Ice Cream, Beverages",Electronic City,1,1,1,0,3.9,259,3.9,8558,300,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,South Indian|North Indian|Chinese|Street Food|Ice Cream|Beverages
Burger It Up,Burger,Electronic City,1,0,0,0,,0,3.8,7,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Burger
Chai Resto,"Beverages, Fast Food, North Indian",Electronic City,1,1,0,0,,0,3.9,4585,100,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverages|Fast Food|North Indian
Sandwich Spot 'N' Juicy,"Sandwich, Fast Food, Chinese, Juices, Beverages, Desserts",Electronic City,1,1,0,0,3.5,18,3.6,74,250,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sandwich|Fast Food|Chinese|Juices|Beverages|Desserts
Momo's King,Momos,Electronic City,1,0,0,0,,0,3.5,107,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Momos
Wrap 'N' Roll,"Rolls, Chinese",Electronic City,1,1,0,0,,0,4.0,509,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Rolls|Chinese
New Biryani Hotel,"Biryani, Chinese, North Indian, Rolls, South Indian",Electronic City,1,0,0,0,,0,3.7,75,150,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Biryani|Chinese|North Indian|Rolls|South Indian
The Big Barbeque,"North Indian, Mughlai, Kebab, Pasta, Chinese",Electronic City,1,1,1,0,4.5,6983,3.8,168,1000,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,North Indian|Mughlai|Kebab|Pasta|Chinese
The Dessert Corner,"Desserts, Bakery",Electronic City,1,0,0,0,,0,3.4,18,150,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Desserts|Bakery
Shankars Kitchen,"North Indian, South Indian, Chinese, Beverages, Shake",Bommasandra,1,1,1,1,3.1,17,4.2,1476,800,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,North Indian|South Indian|Chinese|Beverages|Shake
Brahmin Veg Cafe,"Beverages, Juices, Shake",Electronic City,1,1,1,0,,0,4.2,137,200,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Beverages|Juices|Shake
Sugo,North Indian,Electronic City,1,0,0,0,,0,3.9,5,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian
McCafe by McDonald's,"Coffee, Desserts, Beverages",Bommanahalli,1,1,1,0,3.1,0,3.7,5,500,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffee|Desserts|Beverages
Slurpy Shakes,"Beverages, Burger, Fast Food, Bakery, Shake",Electronic City,1,0,0,0,,0,4.2,144,200,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,Beverages|Burger|Fast Food|Bakery|Shake
The Crowne Plaza,"Chinese, North Indian, Seafood, Fast Food, Beverages",Electronic City,1,0,0,0,,0,2.7,117,150,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Chinese|North Indian|Seafood|Fast Food|Beverages
Donne Biryani House,"Biryani, South Indian",Electronic City,1,1,1,0,,1,4.0,403,400,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|South Indian
Sitaar,"North Indian, Chinese, South Indian, Biryani, Desserts, Beverages, Shake",Bommasandra,1,1,1,0,3.5,94,3.7,2765,800,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese|South Indian|Biryani|Desserts|Beverages|Shake
RJ Kitchen,"Biryani, Chinese",Electronic City,1,1,1,0,3.6,10,3.1,269,300,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|Chinese
Mast Marathi,"Maharashtrian, Street Food, Beverages, Desserts",Electronic City,1,1,0,0,,0,3.7,318,150,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Maharashtrian|Street Food|Beverages|Desserts
Kwality Wall’s Frozen Dessert and Ice Cream Shop,"Desserts, Ice Cream",Electronic City,1,0,0,0,,0,4.3,121,100,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Desserts|Ice Cream
Bay Leaf Cafe & Restaurant,"Chinese, Fast Food",Bommasandra,1,1,1,0,,1,3.9,73,350,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese|Fast Food
New Punjabi Tadka,"North Indian, Mughlai, Chinese",Electronic City,1,1,1,0,3.5,19,4.0,237,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,North Indian|Mughlai|Chinese
Hotel RK Gardenia,"South Indian, North Indian, Chinese",Bommasandra,1,1,1,0,,2,3.8,68,600,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|North Indian|Chinese
Wow Manglore Multi Cuisine Restaurant,"Fast Food, South Indian, Mangalorean, North Indian",Bommasandra,1,1,1,0,3.5,28,4.0,1105,300,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Fast Food|South Indian|Mangalorean|North Indian
Edesia by Freshmenu,"Bakery, Desserts",Bommanahalli,1,0,0,0,,0,4.3,247,100,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery|Desserts
Malnad Cafe,"Fast Food, Desserts, Beverages, Shake",Bommasandra,1,0,0,0,,1,3.7,126,150,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Fast Food|Desserts|Beverages|Shake
Pattikattan Biriyani,"Chettinad, South Indian",Electronic City,1,1,1,0,4.1,218,4.2,6149,300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Chettinad|South Indian
Pushpa Samosa Shop,"Street Food, Mithai",Electronic City,1,1,0,0,,0,3.9,45,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Street Food|Mithai
Food House,"North Indian, Chinese, Fast Food, Rolls, Biryani",Bommasandra,1,1,1,0,,0,3.6,69,300,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,North Indian|Chinese|Fast Food|Rolls|Biryani
Hotel Hallimane,"Biryani, Seafood, South Indian",Bommasandra,1,1,1,0,3.8,5,3.9,108,450,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Biryani|Seafood|South Indian
Ambur Biriyani,"Biryani, South Indian, Chinese, North Indian",Electronic City,1,1,0,0,,0,3.7,171,200,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|South Indian|Chinese|North Indian
Tandoor Hut And Mane Biryani,"South Indian, Biryani",Electronic City,1,0,0,0,,0,3.5,151,200,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|Biryani
Achayans Cafe,"Kerala, Biryani",Electronic City,1,1,0,0,,0,4.2,295,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kerala|Biryani
Seasons,"North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Desserts, Beverages",Electronic City,1,1,1,0,2.9,351,3.9,2284,1000,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,North Indian|South Indian|Chinese|Seafood|Kerala|Arabian|Desserts|Beverages
Shaan-e-Punjab,"Mughlai, North Indian",Bommasandra,1,0,0,0,,0,3.6,23,250,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mughlai|North Indian
Vinaya Royal Inn,"North Indian, Chinese, Shake, Beverages",Electronic City,1,1,1,0,3.0,10,3.9,257,800,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese|Shake|Beverages
Onvi's Soup Station,"Healthy Food, Continental",Electronic City,1,0,0,0,,0,4.0,16,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy Food|Continental
Canteen Central - Pizzas & Pastas,"North Indian, South Indian",Electronic City,1,0,0,0,,0,3.8,0,200,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|South Indian
Cake Studio,Bakery,Electronic City,1,1,0,0,,0,3.6,61,150,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery
The Bangalore Creamery,"Ice Cream, Desserts, Beverages, Shake, Waffle",Electronic City,1,0,0,0,,0,4.1,4,150,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Ice Cream|Desserts|Beverages|Shake|Waffle
Zwarma,Lebanese,Electronic City,1,1,0,0,,2,3.2,67,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lebanese
Burger Cafe,"Fast Food, Burger",Electronic City,1,0,0,0,,0,3.9,474,150,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Fast Food|Burger
Kolkata Famous Kati Roll,Rolls,Electronic City,1,1,0,0,,0,,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Rolls
Amo La Pizza (Wood Fired),"Pizza, Fast Food, Pasta",Electronic City,1,1,1,0,3.5,13,3.9,84,300,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pizza|Fast Food|Pasta
Hotel Sagar Samruddhi Biriyani House,"Biryani, Chinese, North Indian",Electronic City,1,1,0,0,,1,,19,350,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|Chinese|North Indian
Hi-Tech Malabari Restaurant,"Kerala, South Indian",Electronic City,1,1,1,0,3.4,7,3.7,339,250,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Kerala|South Indian
Juice N Burger,"Beverages, Shake, Fast Food, Ice Cream",Electronic City,1,1,0,0,,0,4.0,24,100,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Beverages|Shake|Fast Food|Ice Cream
Curries 'N' Phulkas,North Indian,Electronic City,1,1,0,0,,0,3.8,3215,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian
Pizza Republic,"Pizza, Fast Food",Bommasandra,1,1,1,0,3.9,247,3.4,5961,550,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pizza|Fast Food
ShakeShack,"Beverages, Shake",Electronic City,1,0,0,0,,0,4.1,8,150,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Beverages|Shake
Lassi Paradise,"Beverages, Desserts, Fast Food, Shake",Electronic City,1,1,1,0,3.7,50,3.8,4669,200,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Beverages|Desserts|Fast Food|Shake
Ruposhi Bangla,"Bengali, Chinese, North Indian, Seafood",Electronic City,1,1,1,0,3.1,118,3.7,8870,400,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bengali|Chinese|North Indian|Seafood
Silver Dine By Shankar's Kitchen,"Seafood, North Indian, Biryani, Chinese, Shake",Bommasandra,1,1,1,0,3.4,9,4.1,964,750,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Seafood|North Indian|Biryani|Chinese|Shake
Aromas Of China,Chinese,Electronic City,1,0,0,0,,0,3.7,331,250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese
SM Food Court,"Mughlai, North Indian, Chinese",Electronic City,1,0,0,0,,0,3.7,33,150,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mughlai|North Indian|Chinese
Wow Marathi,"Maharashtrian, Street Food, North Indian, Beverages",Electronic City,1,0,0,0,,0,4.1,241,100,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Maharashtrian|Street Food|North Indian|Beverages
Fudgebob,"Bakery, Desserts",Electronic City,1,0,0,0,,0,3.9,3,250,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery|Desserts
Today Coffee,South Indian,Electronic City,1,1,1,0,3.9,155,4.1,13000,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian
BigBites,"Fast Food, Street Food, Momos",Electronic City,1,0,0,0,,0,4.3,77,200,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Fast Food|Street Food|Momos
Bullet Biryani,"Biryani, Kebab, Andhra",Electronic City,1,0,0,0,,0,4.0,57,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Biryani|Kebab|Andhra
Rolls & Bowls Company,"Rolls, North Indian, Chinese, Fast Food",Electronic City,1,0,0,0,,0,3.5,9,250,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Rolls|North Indian|Chinese|Fast Food
Pure Veg Meals By LunchBox,"North Indian, Shake",Electronic City,1,0,0,0,,0,3.7,3,200,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,North Indian|Shake
Datta Bhel Asmi's Kitchen,Street Food,Electronic City,1,1,0,0,,3,4.3,100,200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Street Food
Cake Hopper,"Bakery, Beverages, Shake",Electronic City,1,0,0,0,,0,3.7,306,400,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Bakery|Beverages|Shake
Northern Bhatti Restaurant,"Chinese, North Indian, Street Food",Electronic City,1,1,0,0,,0,4.1,207,100,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Chinese|North Indian|Street Food
Hot Spot Family Restaurant,"North Indian, Chinese, Shake",Electronic City,1,1,1,0,2.6,8,4.0,785,350,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese|Shake
The Indian Samosa,"Street Food, North Indian, Fast Food, Beverages",Electronic City,1,1,0,0,,0,3.7,1606,100,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Street Food|North Indian|Fast Food|Beverages
Heaven In A Jar,Desserts,Electronic City,1,0,0,0,,0,3.9,1,150,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desserts
Desi Dhaba,North Indian,Electronic City,1,0,0,0,,0,3.7,58,250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian
Carlos Cakes,Bakery,Bommasandra,1,1,0,0,,0,3.7,55,400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery
Yalavarthi's Kitchen Spicy Den,"North Indian, Fast Food, Juices",Electronic City,1,1,1,0,,3,4.0,41,300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Fast Food|Juices
Sri Udupi Vaibhava,"North Indian, South Indian, Chinese, Street Food",Electronic City,1,1,1,0,,1,4.3,107,300,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|South Indian|Chinese|Street Food
Hotel SLN,"North Indian, South Indian, Chinese",Electronic City,1,1,1,0,3.4,7,3.9,174,400,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|South Indian|Chinese
Adams Burgers,"Burger, Fast Food, Beverages",Electronic City,1,1,1,0,,0,,14,400,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Burger|Fast Food|Beverages
Biriyani Only,"Biryani, South Indian, Beverages",Electronic City,1,0,0,0,,0,3.5,44,100,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|South Indian|Beverages
BLR Brewing Co.,"Finger Food, North Indian, Continental, Mughlai, Chinese, Desserts, Beverages",Electronic City,1,1,1,0,4.4,1500,3.9,297,1500,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Finger Food|North Indian|Continental|Mughlai|Chinese|Desserts|Beverages
MAD Belgian Waffles,Desserts,Electronic City,1,1,0,0,,0,3.3,1786,200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desserts
Parampara - The Veg Kitchen,"North Indian, Chinese, Street Food, Desserts",Electronic City,1,1,1,1,2.9,191,3.8,3895,350,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese|Street Food|Desserts
Shree Jodhpur Sweets,"Mithai, Street Food",Electronic City,1,1,0,1,,0,4.1,100,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Mithai|Street Food
Donne Biryani Grand,"Biryani, South Indian",Electronic City,1,1,0,0,,0,4.0,867,300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|South Indian
Foodies Family Restaurant,"North Indian, Chinese, Mughlai, Seafood, Shake",Bommasandra,1,1,1,0,3.4,24,3.7,1774,500,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,North Indian|Chinese|Mughlai|Seafood|Shake
Megana Biryani Zone,"Biryani, Andhra, Chinese, North Indian, Seafood, Desserts, Beverages, Shake",Bommanahalli,1,1,0,0,,0,3.0,356,200,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Biryani|Andhra|Chinese|North Indian|Seafood|Desserts|Beverages|Shake
Tea Time,"Tea, Shake, Beverages",Electronic City,1,1,0,0,,1,,10,250,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tea|Shake|Beverages
Magic Moms,"Chinese, Momos",Electronic City,1,0,0,0,,0,4.0,13,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Chinese|Momos
BigBites,"Fast Food, Momos, Street Food",Electronic City,1,0,0,0,,0,4.0,39,200,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Fast Food|Momos|Street Food
Scoopy Doo,"Ice Cream, Desserts, Shake, Fast Food, Beverages",Electronic City,1,1,1,0,4.0,69,4.0,634,300,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Ice Cream|Desserts|Shake|Fast Food|Beverages
Hello Biriyani & Curries,"Biryani, Chinese, South Indian, Andhra",Electronic City,1,1,1,0,3.3,14,4.1,85,500,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Biryani|Chinese|South Indian|Andhra
Waffl'd,"Waffle, Desserts, Beverages, Ice Cream, Bakery",Electronic City,1,0,0,0,,0,3.4,5,150,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Waffle|Desserts|Beverages|Ice Cream|Bakery
Casa Piccosa,"North Indian, Italian, Chinese, Desserts",Bommasandra,1,1,1,0,3.6,141,,14,1100,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Italian|Chinese|Desserts
4Foodiez,"South Indian, North Indian, Chinese",Electronic City,1,1,1,1,3.7,78,3.7,5303,300,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|North Indian|Chinese
North Indian Kitchen,"Chinese, Rolls, North Indian",Electronic City,1,1,1,0,,3,3.4,23,300,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Chinese|Rolls|North Indian
Chung Wah,"Chinese, Thai, Asian",Electronic City,1,0,0,0,,0,3.9,406,250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese|Thai|Asian
Kolkata Kati Roll,"Fast Food, Rolls",Electronic City,1,1,0,0,,0,,11,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Fast Food|Rolls
Ambur Biryani,"Biryani, South Indian, Beverages",Electronic City,1,1,0,0,,0,,12,100,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|South Indian|Beverages
Chalu Chinese,"Chinese, BBQ",Electronic City,1,0,0,0,,0,,0,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese|BBQ
Tandoori Cha,"Street Food, Beverages",Bommasandra,1,1,0,0,,1,4.0,33,150,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Street Food|Beverages
Empiar's Restaurant,"North Indian, Chinese, Biryani",Electronic City,1,1,0,0,,0,3.6,118,250,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese|Biryani
Sri Durga Dose Mane,South Indian,Bommanahalli,1,1,1,0,,2,,5,150,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian
Mount Sales,Bakery,Electronic City,1,0,0,0,,0,3.9,21,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery
Samosas King,"Street Food, Beverages",Electronic City,1,0,0,0,,0,4.0,62,100,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Street Food|Beverages
Bombay 2 Delhi,Street Food,Electronic City,1,0,0,0,,0,3.6,97,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Street Food
New Hyderabadi Biryani Box,"North Indian, Chinese, Biryani",Electronic City,1,1,0,0,,0,3.4,304,200,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese|Biryani
Firdaus Biryani,"Biryani, North Indian, Mughlai",Electronic City,1,1,0,0,,0,3.5,64,300,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Biryani|North Indian|Mughlai
Panjabi Tadka,"North Indian, Chinese, Mughlai, Biryani",Electronic City,1,1,0,0,,0,4.0,49,250,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese|Mughlai|Biryani
Sankalp Reddy Restaurant,"South Indian, Andhra, Biryani",Electronic City,1,1,1,0,3.7,104,3.7,5184,300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,South Indian|Andhra|Biryani
Lassi Parlour,"Beverages, Ice Cream, Fast Food, Shake, Sandwich",Electronic City,1,1,0,0,3.6,9,4.1,1095,150,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Beverages|Ice Cream|Fast Food|Shake|Sandwich
Bowl Soul,"Fast Food, Beverages",Electronic City,1,0,0,0,,0,3.7,13,250,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fast Food|Beverages
GetAWhey - Healthy Ice Creams,"Ice Cream, Healthy Food",Electronic City,1,0,0,1,,0,,4,150,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Ice Cream|Healthy Food
Nisarga Gokula Veg Restaurant,South Indian,Electronic City,1,1,1,1,3.3,4,4.2,549,200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian
Grills N Barbeque,"North Indian, Chinese, Biryani",Electronic City,1,1,0,0,,0,3.1,27,200,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese|Biryani
Walleve,"Bakery, Desserts, Fast Food",Electronic City,1,1,1,0,3.8,23,4.1,124,400,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery|Desserts|Fast Food
Big Biriyani Company,"Biryani, North Indian, Mughlai",Electronic City,1,0,0,0,,0,3.4,256,150,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Biryani|North Indian|Mughlai
Shakes And Bites,"Fast Food, Desserts, Beverages, Shake",Electronic City,1,1,1,0,2.9,7,3.9,1079,300,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Fast Food|Desserts|Beverages|Shake
Paddu Corner,South Indian,Electronic City,1,1,0,0,,0,3.8,288,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian
Popular Kitchen,"North Indian, Chinese, South Indian, Fast Food, Beverages, Desserts",Bommasandra,1,0,0,0,,0,3.9,88,100,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese|South Indian|Fast Food|Beverages|Desserts
Delhi Ka Chulha,"Chinese, North Indian, Street Food",Electronic City,1,1,1,0,,1,4.1,419,300,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Chinese|North Indian|Street Food
Om Sweets & Namkeens,"Mithai, Street Food, North Indian, Beverages",Electronic City,1,1,1,1,3.7,22,3.5,309,200,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Mithai|Street Food|North Indian|Beverages
Juicy Crush,"Juices, Beverages, Salad, Rolls, Sandwich, Fast Food, Ice Cream, Desserts",Electronic City,1,1,1,0,,0,,15,200,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,Juices|Beverages|Salad|Rolls|Sandwich|Fast Food|Ice Cream|Desserts
DFC Home Made Veg And Nonveg Restaurant,"South Indian, Mughlai, North Indian",Electronic City,1,0,0,0,,0,3.7,30,50,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,South Indian|Mughlai|North Indian
Thalassery Junction Restaurant,"South Indian, Chinese, Arabian",Electronic City,1,0,0,0,,0,4.0,20,150,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|Chinese|Arabian
Big Mishra Pedha,"Mithai, Street Food",Electronic City,1,1,0,0,,0,,0,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Mithai|Street Food
So-bur,Burger,Bommasandra,1,1,0,0,,0,3.6,22,500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Burger
New Paratha Kitchen,"North Indian, Rolls, Chinese, South Indian",Electronic City,1,1,0,0,,0,4.1,76,150,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,North Indian|Rolls|Chinese|South Indian
Sai Saagar,South Indian,Electronic City,1,0,0,0,,0,,0,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian
Mom's Pot Family Restaurant,"Biryani, North Indian, Rolls, Kebab, Salad, Kerala",Bommasandra,1,1,1,0,,2,3.4,152,300,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Biryani|North Indian|Rolls|Kebab|Salad|Kerala
